project_name,project_version,Lines_of_Code,Proxy_Indentation,McCabe_Cyclomatic_Complexity,Nested_Block_Depth,McClure,Difficulty,Maintainability_Index,FanOut,Readability,Effort,label
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3077_17654199,1.409090909,1.157894737,1.4,1,1.416666667,0.98015873,-0.863565891,2.583333333,-0.026315789,3.393004962,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,0.409090909,0.301435407,0.8,0,0.083333333,1.654761905,-0.435658915,0.25,-0.026315789,2.503024959,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-843_65390f8c,1.181818182,1.928229665,1.2,1.5,1.75,0.93452381,-0.7465821,1.833333333,-0.026315789,2.16997862,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-843_65390f8c,1.772727273,-0.114832536,2.4,0,1,0.146825397,-0.934319944,2.5,-0.026315789,0.893251039,0
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.644820296,-0.416666667,2.263157895,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.590909091,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.407892882,-0.5,0.842105263,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,1,0.435406699,0.8,0.5,0.166666667,0.450396825,-0.685130374,1.666666667,-0.026315789,1.296443699,0
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.936293164,-0.5,0.921052632,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-334_9d8cc45d,-0.181818182,-0.220095694,-0.2,-0.5,-0.083333333,0.121031746,0.211557435,0,0,-0.032980066,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-217_46f62443,-0.136363636,-0.277511962,0.2,-0.5,-0.083333333,-0.047619048,0.160535588,-0.416666667,-0.026315789,-0.081384024,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-843_65390f8c,-0.363636364,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.529527837,-0.333333333,0.421052632,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3475_7651b777,0.363636364,0.799043062,0,0.5,0.333333333,0.005952381,-0.35701198,0.583333333,-0.026315789,0.229481971,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-4138_50db442b,0.818181818,0.870813397,0.6,1,0.583333333,2.400793651,-0.640591966,0.333333333,-0.026315789,5.347180489,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,0.227272727,0.244019139,0.2,0,0.916666667,0.825396825,-0.294714588,0.75,-0.026315789,1.079951361,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-776_dc9f23d9,-0.045454545,-0.162679426,-0.4,-0.5,-0.416666667,-0.365079365,-0.01987315,0.666666667,-0.026315789,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-4138_4d23d784,1.272727273,0.660287081,1.8,1.5,1.666666667,0.259920635,-0.788019732,1.583333333,-0.026315789,0.95621445,2
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-843_65390f8c,-0.5,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.067653277,-0.5,2.263157895,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-795_9453bcfa,0.5,0.100478469,0.8,0.5,0.666666667,0.236111111,-0.455109232,0.583333333,-0.026315789,0.536705797,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3143_ddd2c3bc,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.609302326,-0.083333333,1.210526316,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-414_ebf22df0,-0.136363636,-0.153110048,-0.2,-0.5,-0.083333333,-0.015873016,0.101057082,-0.25,-0.026315789,-0.015815771,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-209_76d727f0,0.136363636,0.167464115,0.4,0,0.166666667,-0.095238095,-0.136293164,0.166666667,0.026315789,-0.03384681,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-366_db4a291f,-0.272727273,0.062200957,-0.4,-0.5,-0.25,-0.057539683,0.391684285,-0.25,0.5,-0.112697452,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,-0.045454545,0.803827751,0,0.5,0.416666667,0.259920635,-0.018463707,0.083333333,0.105263158,0.175771512,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3945_36225565,0.318181818,0.301435407,0.8,-0.5,1.25,0.746031746,-0.276955603,0,-0.026315789,0.495549293,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,0.136363636,0.655502392,0.4,0.5,0.25,-0.365079365,-0.014235377,-0.166666667,0.578947368,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-209_76d727f0,0.590909091,1.177033493,0.8,1,0.583333333,1.099206349,-0.448625793,0.166666667,-0.026315789,1.117419593,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3475_7651b777,0.272727273,0.215311005,0.2,0,0.25,0.01984127,-0.274136716,0.75,-0.026315789,0.134287674,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2857_9fcca2ed,0.045454545,0.444976077,-0.2,0,-0.083333333,-0.047619048,0.037632135,-0.166666667,-0.026315789,-0.084399186,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1051_25cf3ccd,2.727272727,0.870813397,3,1,2.25,10.21626984,-1.264129669,0,-0.026315789,63.96832466,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3077_17654199,0,0.368421053,-0.6,-0.5,-0.416666667,-0.365079365,0.125581395,0,1.947368421,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-795_9453bcfa,-0.045454545,0.220095694,-0.2,0,-0.083333333,0.107142857,-0.04496124,-0.25,-0.026315789,0.156306657,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3383_97f16db4,0.181818182,0.354066986,0.8,0,0.5,0.329365079,-0.191825229,0.083333333,0.026315789,0.209556082,2
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-217_add180fb,-0.454545455,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.695842142,-0.416666667,0,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-366_db4a291f,0.363636364,1.497607656,1,1.5,1.583333333,0.873015873,-0.417054264,0.25,-0.026315789,1.416330976,2
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,0.181818182,-0.244019139,0.2,-0.5,0.083333333,-0.365079365,-0.17491191,0.25,-0.026315789,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,0.136363636,0.04784689,0,0,0,-0.077380952,-0.156871036,0.583333333,-0.026315789,0.010850435,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1505_b082fc1e,-0.454545455,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.700070472,-0.333333333,-0.026315789,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-217_add180fb,-0.272727273,-0.282296651,-0.2,-0.5,-0.25,-0.067460317,0.321775899,-0.25,0.105263158,-0.087815448,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,-0.227272727,0.397129187,-0.6,-0.5,-0.416666667,-0.095238095,0.318111346,-0.333333333,2.131578947,-0.110235531,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-193_c831e44d,2.545454545,1.674641148,5.4,3,1.5,1.43452381,-1.14038055,1.916666667,-0.026315789,3.113350968,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2494_0dc92ca1,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.762649753,-0.333333333,1.394736842,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-189_cd7feb4d,1.272727273,0.741626794,0.6,1,0.083333333,1.994047619,-0.746863989,0.916666667,-0.026315789,3.996659809,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.663143058,-0.416666667,0.315789474,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1800_8ec4cb84,0.590909091,0.114832536,1.2,0.5,0.833333333,0,-0.435658915,0.75,-0.026315789,0.104592475,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-218_15476a0d,0.818181818,0.870813397,0.6,1,0.583333333,2.488095238,-0.639464412,0.333333333,-0.026315789,5.482729091,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-366_db4a291f,-0.090909091,0.535885167,0,0,-0.166666667,0.406746032,0.047780127,-0.166666667,0,0.178353302,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-843_65390f8c,-0.181818182,0.157894737,-0.4,-0.5,-0.166666667,-0.365079365,0.260324172,-0.25,0.578947368,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1518_df4b1985,-0.227272727,0.133971292,-0.4,-0.5,-0.166666667,-0.365079365,0.377026075,-0.25,0.789473684,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2494_0dc92ca1,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.164622974,-0.5,2.605263158,-0.162793405,0
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-414_ebf22df0,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.008174771,-0.416666667,2.5,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-4138_eb0f9b41,-0.045454545,0.33492823,0.2,0,-0.25,-0.087301587,0.056236786,0,0.578947368,-0.07644174,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.025369979,-0.416666667,2.578947368,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,1.818181818,1.162679426,3.6,1,1.833333333,2.80952381,-0.994926004,0.5,-0.026315789,7.005575053,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,5.363636364,1.655502392,4,2,4.833333333,6.920634921,-1.560112755,0.916666667,-0.026315789,43.73531808,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2974_5eceb10e,-0.045454545,0.043062201,0,0.5,-0.083333333,-0.365079365,0.110923185,-0.333333333,0.131578947,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1044_ea2f9856,-0.454545455,-0.602870813,-0.4,-1,-0.416666667,-0.365079365,0.701479915,-0.5,-0.026315789,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-4138_50db442b,-0.136363636,-0.153110048,0.2,-0.5,0.333333333,-0.073412698,0.171811135,0,0.052631579,-0.093698242,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-217_add180fb,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.579704017,-0.166666667,-0.026315789,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-412_be2fdba7,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.067653277,-0.25,2.5,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1192_9476b877,-0.454545455,-0.602870813,-0.4,-1,-0.416666667,-0.365079365,0.785482734,-0.5,0.236842105,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.025369979,-0.416666667,2.605263158,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-209_76d727f0,0.136363636,-0.043062201,-0.2,0,-0.25,-0.031746032,-0.174066244,0.75,-0.026315789,0.072965543,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-334_9d8cc45d,0.181818182,-0.425837321,0,-0.5,0.083333333,0.067460317,-0.124735729,0.25,-0.026315789,0.011970747,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-412_be2fdba7,-0.590909091,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.374348132,-0.5,-0.026315789,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2899_31aea2ad,0.045454545,0.976076555,0,0.5,0.083333333,-0.043650794,-0.079633545,0.25,-0.026315789,0.005479389,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.817336152,-0.25,0.026315789,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.136363636,-0.277511962,0,-0.5,0,0.783730159,0.121071177,-0.25,0.026315789,0.240698928,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-217_46f62443,-0.136363636,-0.153110048,-0.2,-0.5,-0.416666667,-0.365079365,0.120789288,-0.416666667,0,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,-0.318181818,-0.090909091,-0.4,-0.5,-0.166666667,-0.365079365,0.482452431,-0.25,0.605263158,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3077_17654199,-0.363636364,-0.004784689,-0.4,-0.5,-0.25,-0.365079365,0.594362227,-0.333333333,0.394736842,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2952_11d11e0d,0.318181818,1.746411483,0,1,-0.083333333,0.025793651,-0.28174771,0.25,-0.026315789,0.122817148,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.013248767,-0.416666667,2.578947368,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2962_023be574,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.936293164,-0.416666667,1.263157895,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.136363636,-0.277511962,0.2,-0.5,-0.083333333,-0.047619048,0.160535588,-0.416666667,-0.026315789,-0.081384024,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-843_65390f8c,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.718393235,0.083333333,-0.026315789,-0.162793405,2
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2494_0dc92ca1,0.090909091,0.224880383,0,0,0.166666667,-0.055555556,-0.022410148,0,1.105263158,-0.072675092,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3006_d6472040,1.136363636,0.751196172,0.8,1,1.166666667,3.51984127,-0.695842142,0.166666667,-0.026315789,5.670641932,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1051_25cf3ccd,1.181818182,0.272727273,1.2,0.5,0.75,0.527777778,-0.754756871,1.25,-0.026315789,1.531377397,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-217_add180fb,0,-0.009569378,-0.2,-0.5,0.083333333,1.380952381,-0.029457364,-0.083333333,0,0.681424364,0
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3015_f848178e,-0.363636364,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,0.545313601,-0.333333333,2.105263158,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-776_dc9f23d9,-0.272727273,-0.282296651,-0.2,-0.5,-0.25,-0.053571429,0.210993658,0,-0.026315789,0.004289921,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.136363636,-0.578947368,-0.6,-1,-0.416666667,-0.365079365,0.11627907,0.083333333,0,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-843_65390f8c,-0.136363636,-0.019138756,-0.2,-0.5,0.083333333,-0.053571429,0.17914024,-0.083333333,-0.026315789,-0.08580073,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3077_17654199,-0.090909091,-0.717703349,-0.6,-1,-0.416666667,0.732142857,0.014517266,0.083333333,0.578947368,0.530666252,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-217_46f62443,1.318181818,0.229665072,3.8,0.5,1.916666667,0.194444444,-0.857364341,2.25,-0.026315789,0.797060908,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2952_11d11e0d,1.681818182,1.612440191,2.8,2,2.75,1.779761905,-0.968428471,2.333333333,-0.026315789,5.598333362,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1544_0cf2ff72,-0.272727273,-0.076555024,-0.4,-0.5,-0.166666667,-0.073412698,0.31726568,-0.25,2.052631579,-0.083845945,0
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-4113_27300d81,0.409090909,-0.244019139,0.2,-0.5,0.833333333,2.482142857,-0.394503171,0.25,-0.026315789,3.073886459,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2390_28294266,0.090909091,-0.100478469,0.2,0.5,0.166666667,0.003968254,-0.086398872,0,-0.026315789,-0.003994859,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-334_9d8cc45d,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.791966173,-0.416666667,0.184210526,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3055_94c2a31f,-0.045454545,0.167464115,-0.2,0,-0.083333333,0.091269841,0.11205074,0,1.052631579,-0.056847795,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-366_db4a291f,-0.545454545,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.252854123,-0.5,2.605263158,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-412_5594b2e0,0.681818182,-0.320574163,0.4,0,0.5,0.069444444,-0.4931642,1,-0.026315789,0.288503541,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2494_0dc92ca1,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.684284708,-0.333333333,2.263157895,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,-0.454545455,-0.602870813,-0.4,-1,-0.416666667,-0.365079365,0.895137421,-0.5,1.973684211,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1312_d9ab8449,0.772727273,0.674641148,1,0.5,0.916666667,0.53968254,-0.559971811,0.916666667,-0.026315789,0.887889214,0
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,0.363636364,0.114832536,0.2,0,0.333333333,0.242063492,-0.299788584,0.5,-0.026315789,0.253280545,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,-0.090909091,0.755980861,0.2,0.5,0.583333333,0.337301587,-0.056518675,0.75,-0.026315789,0.441520721,2
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,-0.590909091,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.505144468,-0.5,2.605263158,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-193_c831e44d,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.642565187,-0.25,1.157894737,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1044_ea2f9856,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,1.240732911,-0.5,2.5,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1732_941e3cb1,-0.090909091,0.842105263,0,0.5,0.333333333,-0.001984127,0.031994362,0.75,0,0.015280971,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3055_94c2a31f,-0.363636364,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,0.500211416,-0.25,1.236842105,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1190_e29dc4f5,0.181818182,0.909090909,0,0.5,0.083333333,0.061507937,-0.207329105,0.5,-0.026315789,0.140313388,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,0.272727273,0.612440191,0.2,0.5,0.416666667,0.988095238,-0.252149401,0.583333333,0.052631579,0.738173038,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.454545455,-0.602870813,-0.6,-1,-0.416666667,-0.365079365,0.936293164,-0.5,2.473684211,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.227272727,0.320574163,-0.2,0,0,0.26984127,0.312473573,-0.5,2.447368421,-0.04483786,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2899_31aea2ad,-0.272727273,0.062200957,-0.4,-0.5,-0.25,-0.101190476,0.446370684,-0.333333333,1.026315789,-0.13301983,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-414_ebf22df0,0.045454545,0.401913876,0.4,0,0.166666667,0.878968254,-0.002959831,-0.5,1.684210526,0.191829325,2
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-4138_50db442b,0.136363636,0.368421053,0,0,0.25,0.708333333,-0.154052149,0.083333333,-0.026315789,0.471404943,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-217_46f62443,1.5,-0.961722488,-0.6,-1,-0.416666667,-0.365079365,-0.829175476,2.083333333,-0.026315789,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-151_b007b22e,1.409090909,1.229665072,1.6,1.5,1.916666667,3.839285714,-0.825792812,0.333333333,-0.026315789,8.049807806,0
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-412_be2fdba7,0.863636364,0.928229665,1.8,1,0.833333333,0.045634921,-0.54982382,0.416666667,-0.026315789,0.144739314,2
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2520_a64151e6,-0.5,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.013248767,-0.5,0.289473684,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,-0.409090909,-0.492822967,-0.6,-1,-0.416666667,-0.365079365,0.744890768,-0.25,2.421052632,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1199_813109d7,0.727272727,-0.282296651,1.8,0.5,1.833333333,1.930555556,-0.624242424,1,-0.026315789,3.673972903,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-412_5594b2e0,-0.5,-0.526315789,-0.6,-1,-0.416666667,-0.365079365,0.970965469,-0.5,2.394736842,-0.162793405,0
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2390_28294266,3.090909091,0.038277512,3.4,0.5,1.166666667,0.791666667,-1.272868217,4.083333333,-0.026315789,4.78323911,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-4138_eb0f9b41,-0.136363636,-0.277511962,-0.2,-0.5,0.166666667,-0.365079365,0.477096547,0,0.342105263,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-414_116d5928,-0.5,-1.43062201,-0.6,-1,-0.416666667,-0.365079365,1.109936575,-0.5,2.526315789,-0.162793405,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-412_be2fdba7,-0.090909091,0.023923445,-0.2,-0.5,0.083333333,-0.365079365,0.092036646,0.333333333,0.131578947,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-217_add180fb,-0.227272727,-0.019138756,-0.2,-0.5,-0.083333333,-0.365079365,0.434249471,-0.166666667,1.921052632,-0.162793405,2
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-1358_4d10c92f,-0.454545455,-0.473684211,-0.6,-1,-0.416666667,-0.365079365,0.894009866,-0.25,2.473684211,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-4113_27300d81,-0.318181818,0.014354067,-0.4,-0.5,-0.25,-0.365079365,0.560535588,-0.166666667,0.394736842,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-334_9d8cc45d,0.181818182,1.138755981,0.4,1.5,0.333333333,0.428571429,-0.138830162,-0.166666667,0.026315789,0.161207448,0
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-193_8ad5a888,0,-0.406698565,-0.2,-0.5,-0.25,0.446428571,-0.065539112,-0.083333333,-0.026315789,0.338926828,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-2857_9fcca2ed,0.363636364,-0.28708134,0.2,-0.5,0.333333333,0.404761905,-0.34235377,0.333333333,-0.026315789,0.541053347,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-3077_17654199,-0.318181818,0.014354067,-0.4,-0.5,-0.416666667,-0.365079365,0.383509514,-0.083333333,0.789473684,-0.162793405,1
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-4138_50db442b,-0.136363636,0.162679426,-0.2,0,-0.25,-0.041666667,0.133756166,0.5,0,-0.053763478,3
accumulo,remotes/origin/bugs-dot-jar_ACCUMULO-366_db4a291f,-0.136363636,-0.153110048,-0.2,-0.5,-0.416666667,-0.365079365,0.120789288,-0.416666667,-0.026315789,-0.162793405,3
